,id,transcribation text,text
559,559,أليسا ممكن تحطين أغنية لكاظم الساهر.,أليسا ممكن تحطين اغنيه لكاظم الساهر
560,560,أليس لو سمحتي شغلي أغاني المفضلة دبلوماسية من القائمة.,أليس لوسمحتي شغلي أغاني المفضله دبلوماسيه من القائمه
561,561,أليس إفتحي دعاء تفريج الهم والكرب الثابت والصحيح.,أليس افتحي دعاء تفريج الهم والكرب الثابت والصحيح
562,562,قصة ألف ليلة وليلة.,قصه الف ليله وليله
563,563,UNCLEAR,أليس حطي اغنيه ستاند باي مي
564,564,أليسا أبغى أسمع أغاني تركية حزينة.,أليسا ابي اسمع اغاني تركيه حزينه
565,565,أليسا حطيلي أنشودة ؟؟,أليس حطي لي انشوده طلع البدر علينا
566,566,أليسا شغلي أسطورة فافا اينوفا,أليسا شغلي اسطوره فافا اينوفا
567,567,وريني صورة سيف.,وريني صوره سيري
568,568,أليسا حطيلي أغنية ديفد بوي حقت الفضا,أليسا حطي لي اغنيه ديفد بوي حقت الفضا
569,569,"شغلي أغنية حبيتك بالتلاتة,",شغلي اغنيه حبيتك بالتلاته
570,570,أليسا سمعيني أغنية الزير سالم من زمان ما سمعتها.,أليس سمعيني اغنيه مسلسل الزير سالم من زمان عنها
571,571,أليس تقدري تدعي ربك؟,أليس تقدري تدعي ربك
572,572,,سمعيني اغاني كاوه بو الامريكيه
573,573,أليس مزاجي المغرم يبي يسمع شلونك حبيبي.,أليس مزاجي المغرم يبي يسمع اشوي انك حبيبي
574,574,أليسا شغلي أغنية يما ويا يابا.,أليسا شغلي اغنيه يما ويا يابي
575,575,أليس سمعيني أغنية رابح صقر قيام,أليس سمعيني اغنيه رابح صقر قيام
576,576,أليسا سمعيني شي من أغاني أصيل هميم,أليسا سمعيني شي من اغاني اصيل هميم
577,577,,سمعيني اغاني كاوه بو الامريكيه
578,578,أليس شغليلي أغاني رومنسية في بحر الحب.,أليس شغلي لي أغاني رومانسيه ذبحنا الحب
579,579,أليسا إيه.,أليس ايه
580,580,أليسا,أليسا
581,581,قومي زوجي عالدوام عالساعة ست ونص.,قومي زوجي عالدوام علي الساعه سته ونص
582,582,أليس شغلي أغنية عبدالرحمن محمد أصابك عشق,أليسا شغلي اغنيه عبدالرحمن محمد اصابك عشق
583,583,شغلي لي بتونس بيك.,شغلي بتونس بيك
584,584,ما أسمع لطلال كثير بس مشتهية أسمع مقادير اليوم.,ما اسمع لطلال كثير بس مشتهيه اسمع مقادير اليوم
585,585,أليسا سمعيني القرآن كامل بصوت المنشاوي.,أليسا سمعيني القران كامل بصوت المنشاوي
586,586,أليس ممكن تشغلين محمد رمضان.,أليس ممكن تشغلين محمد رمضان
587,587,أليس,أليس
588,588,أليس شغليلي أغنية أليسا بينا نعشق.,أليسا شغلي لي اغنيه أليسا بينا نعشق
589,589,أليس شغلي جزء عم بصوت ماهر المعيقلي.,أليس شغلي جزء عم بصوت ماهر المعيقلي
590,590,أليس نزلي التنبيهات لسطعش تنبيهات.,أليس احذفي التنبيهات الست طعش اللي فاتت
591,591,أليس,أليس
592,592,العيساوية.,العيساويه
593,593,"مودي اليوم ماش، لك عليه شغليلي موسيقى حزينة.",مودي اليوم ماش لك عليه شغلي لي موسيقي حزينه
594,594,أليس شغليلي أغاني أم كلثوم.,أليس شغلي اغاني ام كلثوم
595,595,أليس أبي أسمع أغنية قصر عالي بس بصوت عبدالله المانع شغليها لي.,أليسا ابي اسمع اغنيه قصر عالي بس بصوت عبدالله المانع شغليها لي
596,596,أليسا شغلي الأغنية اللي فيها نجي نقلك أنا ونحكي لك حكاية.,أليسا شغلي الاغنيه اللي فيها اجي نقوليك انا ونحكي ليك حكايه
597,597,أليسا سمعيني شي اللي الناس تحبه لأم كلثوم.,أليس سمعيني شي الناس تحبه لأم كلثوم
598,598,أليس شغليلي نشيد ياللي على المفرق الغربي تمرونه,أليس شغلي لي نشيد ياللي علي المفرق الغربي تمرونه
599,599,أليسا أبغى أغنية شوق.,أليسا ابغي اغنيه شوق
600,600,أليس شغلي أغنية حمزة نمرة,أليس شغلي اغنيه حمزه نمره
601,601,الله لو تشغلين آلمتني بالعود ياخير الورى بدون موسيقى,الله لو تشغلي آلمتني بالعود ياخير الوري بدون موسيقي
602,602,أليس شغلي ألبوم يا فرحة,أليسا شغلي البوم يا فرحه
603,603,أليس اذا دخلت نوره شغلي أغنيه مبروك نبي نفجأها بالترقيه.,أليس اذا دخلت نوره شغلي اغنيه مبروك نبي نفجأها بالترقيه
604,604,أليسا شغلي أغنية الكدابين للمغنية شيرين,أليسا شغلي اغنيه الكدابين للمغنيه شيرين
605,605,أليس شغلي أغاني الشب خالد,أليس شغلي اغاني الشاب خالد
606,606,أليس أبي اروق على أغنية محمد عبده بالعود ,أليس أبي اروق علي أغنيه لمحمد عبده بالعود
607,607,شغلي لي أغنية مع السلامة,شغلي لي اغنيه مع السلامه
608,608,أليسا أغاني اليسا,أليسا أغاني اليسا
609,609,أليسا سمعيني شيلات هادية,أليس سمعيني شيلات هاديه
610,610,أليسا فيه اذكار لما نطلع من البيت قوليها لي,أليسا فيه اذكار لما نطلع من البيت قوليها لي
611,611,أليسا ابيك تشغلين لي أغنيه درب المحبه بس اللي يغني فيها عبدالمجيد.,أليسا ابي تشغلي لي اغنيه درب المحبه بس اللي يغني فيها عبدالمجيد
612,612,أليس شغلي لي أغنيتي المفضلة,أليس شغلي اغنيتي المفضله
613,613,أليس شغلي لي أغنية عنيا بتحبك,أليس شغلي لي اغنيه عينيا بتحبك
614,614,أليسا ممكن تحطي لي أغنية مقادير,أليسا ممكن تحطي لي اغنيه مقادرير
615,615,أليس شغلي لي أغنية شكد حلو,أليس شغلي اغنيه جوي فل
616,616,أليس اطربيني بأغنية خذني حبيبي لماجدة الرومي ,أليس اطربيني باغنيه خذني حبيبي لماجده الرومي
617,617,تكفين أغاني  دوا ليبا ,تكفين اغاني دوا ليبا
618,618,أليس سمعيني أغنية  ماي لوف لفرقة ويست لايف ,أليس سمعيني اغنيه ماي لوف لفرقه ويست لايف
619,619,أليسا شغلي لي أغنية أنت معلم,أليسا شغلي اغنيه انت معلم
620,620,أليس شغلي لي أشهر أغنيه عام ألفين وخمسة,أليسا شغلي لي اشهر اغنيه عام الفين وخمسه
621,621,األيس ودي اسمع أغنية عمرو دياب خليك معايا,أليس ودي اسمع اغنيه عمر دياب خليك معاي
622,622,العيساوية,العيساويه
623,623,أليس فيني النوم حطي لي أذكار النوم,أليس فيني نوم شغلي اذكار النوم
624,624,تكفين أليس حطي لي أغنية بنت أكابر لأصاله,تكفين ابيك تحطي لي اغنيه بنت اكابر لأصاله
625,625,"أليسا أبي اسمع أغنية قصر عالي بس بصوت عبدالله المانع، شغليها لي.",أليسا ابي اسمع اغنيه قصر عالي بس بصوت عبدالله المانع شغليها لي
626,626,أليس شغلي أغنية هذي نظرة ولا رصاصة ,أليس شغلي اغنيه هذي نظره ولا رصاصه
627,627,أليس شغلي لي أغاني المغنية سيا,أليس شغلي اغاني المغنيه سيا
628,628,أليسا أغنية نانسي عجرم,أليسا اغنيه نانسي عجرم
629,629,أليسا قصة السندباد البحري,أليسا قصه السندباد البحري
630,630,أليس شغلي أغنية راب,أليس شغلي موسيقي راب
631,631, شغلي أغاني عزف عود,شغلي اغاني عزف عود
632,632,مدام البرد دخل شغلي لي أغنية حن الغريب هذا وقتها. ,مدام البرد دخل شغلي لي اغنيه حن الغريب هذا وقتها
633,633,شغلي أغنية تيك توك اللي فيها اوله,شغلي اغنيه تيك توك اللي فيها اوله
634,634,أليسا شغلي لي أغنية زوجي المفضلة أنا مش بتاعة الكلام دا لشيرين.,أليسا شغلي لي اغنيه زوجي المفظله انا مش بتاعب الكلام دا لشيرين
635,635,شغلي لي أغاني جزائرية على ذوقك,شغلي لي اغنيه جزائريه علي ذوقك
636,636,أليس شغلي لي سورة المائدة,أليس شغلي لي سوره المائده
637,637,أليسا شغلي لي أغنية نسيتها لفضل شاكر,أليسا شغلي لي اغنيه تسيتها لفضل شاكر
638,638,أليسا وقفي,أليسا وقفي
639,639,أليسا افتحي اليوتيوب وشغلي أغاني هندية,أليس افتحي اليوتيوب وشغلي اغاني هنديه
640,640,أليسا اعطيني أغنية ماجدة الرومي ,أليسا اعطني اغنيه ماجده الرومي
641,641,أليسا أبي اسمع قصة الأمير  آرثر,أليسا ابي اسمع قصه الامير آرثر
642,642,أليسا ودي اسمع دنيا شقى وجروح لابراهيم الشايع,أليس ودي اسمع دنيا شقي وجروح لبراهيم الشايع
643,643,UNCLEAR,أليس افتحي لي وحده من أغاني بلقيس الجديده وياليت ماتكون حزينه
644,644,أليس شغلي أغنية ؟؟,أليس شغلي اغنيه وجهها مثل البدر
645,645,أليس اعطيني أغنية فيها طرب,أليس اعطني اغنيه فيها طرب
646,646,شغلي مختصر الأذكار,شغلي لي مختصر الاذكار
647,647,أليسا شغلي لي أغاني رومانسية,أليسا شغلي لي اغاني رومانسيه
648,648,أليسا شغلي أغنية نسم علينا الهوا لفيروز,أليسا شغلي اغنيه نسم علينا الهواء لفيروز
649,649,مدري ما في بالي شي شغلي أي شي,مدري ما في بالي شيء شغلي أي شيء
650,650,أليسا ابغاك تفتحين لي على والله لاتمناك حقت مجودي,أليسا ابغي تفتحي لي علي والله لاتمناك حقت مجودي
651,651,أليسا,أليسا
652,652,أليسا مين أنا؟,أليسا من انا
653,653,أليسا,أليسا
654,654,شغلي أغاني أم كلثوم,شغلي اغاني ام كلثوم
655,655,شرايك تشغلي اغاني جابر الكاسر,أليسا شرايك تشغلي لي جابر الكاسر
656,656,أليسا شغلي الموسيقى المفضلة,أليسا شغلي الموسيقي المفضله
657,657,أليسا سمعيني تكفين أغنية أصاله شامخ,أليسا سمعيني تكفين اغنيه اصاله شامخ
658,658,أليس عمرك كم؟ كم عمرك؟,أليس عمرك كم كم عمرك
659,659,أليسا شغلي لي أشهر أغنية عام ألفين واثنين,أليسا شغلي لي اشهر اغنيه عام الفين واثنين
660,660,أليسا شغلي أغاني التيك توك المشهورة,أليسا شغلي اغاني التيك توك المشهوره
661,661,أليسا شغلي أغاني رايقة,أليس شغلي اغاني رايقه
662,662,أليس مروقة ودي اسمع لعبدالمجيد من اليوم لبكرة,أليس مروقه ودي اسمع لعبدالمجيد من اليوم لبكره
663,663,أليس احتاج اسمع ليطمئن قلبي لماجد المهندس,أليسا احتاج اسمع ليطمئن قلبي لماجد المهندس
664,664,"حطي أنت تأثيرك على قلبي قوي، مرة وقتها ",حطي انت تأثيرك علي قلبي قوي مره وقتها
665,665,أليس الله لو نسمع صوت عبدالعزيز الزهراني بسوره الروم,أليس الله لو نسمع صوت عبدالعزيز الزهراني بسوره الروم
666,666,أليس شغلي لي أغنية استراحة محارب,أليسا شغلي لي اغنيه استراحه محارب
667,667,أليسا المود خاطره يسمع جديد بي تي إس ,أليسا المود خاطره يسمع جديد بي تي اس
668,668,أليسا شغلي البوم كارول سماحه,أليس شغلي البوم كارول سماحه
669,669,أليسا أبغاك تسمعيني أغاني ترقص,أليسا ابغاك تسمعيني اغاني ترقص
670,670,أليسا هل عمرك سر؟,أليسا هل عمرك سر
671,671,أليس قصص أطفال,أليس قصص اطفال
672,672,أليس  اطربيني بكاتي بيري بالله ,أليس اطربيني بكاتي بيري بالله
673,673,أليسا شغلي أفلام كرتون,أليسا شغلي افلام كرتون
674,674,أليسا شغلي لي أناشيد فهد مطر,أليسا شغلي لي أناشيد فهد مطر
675,675,أليس تكفين أغنية شعور الفقد لشمه حمدان,أليسا تكفين اغنيه شعور الفقد لشمه حمدان
676,676,أليس سمعيني أغنية أم كلثوم اللي فيه ليلة,أليس سمعيني اغنيه ام كلثوم اللي فيها ليله
677,677,أليسا اعطيني أغنية تصبح علينا ,أليسا عطني اغنيه تصبح علينا
678,678,أليسا سمعيني نشيد اخطيت في روحي ,أليسا سمعيني نشيد اخطيت في روحي
679,679,"أليس جوي اليوم مسلسلات تركيه، شغلي لي أي أغنيه تركية",أليس جوي اليوم مسلسلات تركيه شغلي لي أي اغنيه تركيه
680,680,أليسا كل اثنعشر ساعه ذكريني عشان اخذ أدويتي ترا مره مهم الوقت,أليسا كل اثنعشر ساعه ذكريني عشان اخذ ادويتي ترا مره مهم الوقت
681,681,شغلي أغنية قوي قلبك عالفراق,شغلي اغنيه قوي قلبك عالفراق
682,682,أليسا أبغى اسمع أغنية عالدبكه وفيني لنوال الزغبي,أليسا ابغي اسمع اغنيه عالدبكه وفيني لنوال الزغبي
683,683,أليس لو سمحتي دوري أغنية شو عملت فيني من لما,أليس لوسمحتي دوري اغنيه شو عملت فيني من لما
684,684,أليسا ذكريني بكره  الصباح الساعة تسع وثلث ادق احجز لي موعد اسنان,أليسا ذكريني بكره الصباح الساعه تسع وثلث ادق احجز لي موعد اسنان
685,685, شغلي أغنية اللي باعنا خسر دلعنا,شغلي اغنيه اللي باعنا خسر دلعنا
686,686,شغلي أغنيه نسم علينا الهواء لفيروز,شغلي اغنيه يا هوي روح والو
687,687,أليسا سمعيني أغاني كارول سماحه,أليسا سمعيني اغاني كارول سماحه
688,688,أليس أغنية مشهورة سنة ألفين وواحد وعشرين,أليس اغنيه مشهوره لسنه الفين واحد وعشرين
689,689,أليسا اطربيني بأغنية بيت الحبيب لفيروز,أليسا اطربيني باغنيه بيت الحبيب لفيروز
690,690,أليس,أليس
691,691,شغلي اغنيه هذي نظرة ولا رصاصة ,شغلي اغنيه هذي نظره ولا رصاصه
692,692,أليس شغلي لي أغنية محمد عبده الأماكن كلها مشتاقة لك,أليس شغلي لي اغنيه محمد عبده الاماكن كلها مشتاقه لك
693,693,كمبيوتر ... أليس شغلي أغاني الراي,أليس شغلي اغاني الراي
694,694,شغلي أغاني بلقيس,شغلي اغاني بلقيس
695,695,أليس شغلي وعن سماء حبك ابرحل اظن حقت رشودي,أليس شغلي وعن سماء حبك ابرحل اظن حقت رشودي
696,696,أليسا حبيبتي فارقتني أبي أغنيه تصيحني,أليسا حبيبتي فارقتني ابي اغنيه تصيحني
697,697,أليس شغلي قصة علاء الدين,أليس شغلي قصه علاء الدين
698,698,اعدادات,اعدادات
699,699,أليس سمعيني أغنية هيب هوب يمنية من التسعينات ,أليس سمعيني اغنيه هيب هوب يمنيه من التسعينات
700,700,UNCLEAR,شلون اشبك لك علي التلفزيون
701,701,أليسا سمعيني شي الناس تحبه لأم كلثوم ,أليسا سمعيني شي الناس تحبه لأم كلثوم
702,702,أليسا بمناسبه يوم الخميس ضروري تشغلين خميس ومالي خلق ازعل.,أليسا بمناسبه يوم الخميس ضروري تطربني بخميس ومالي خلق ازعل
703,703,No Speech/Unclear,أليس صحيني الساعه ثنتين الظهر بطبخ الغدا
704,704,شغلي اخر أغاني ايس اوف بايس ,شغلي اخر اغاني ايس اوف بايس
705,705,علي صوتك شوي ,علي صوتك شوي
706,706,شغلي قصة ممتعة ,شغلي قصه ممتعه
707,707,أليس شغلي أغنية عبد المجيد كلما وخلها تكرار طول الوقت لين أطفش منها ,أليس شغلي لي اغنيه عبدالمجيد كلما وخلها تتكرر طول الوقت لين اطفش منها
708,708,No Speech/Unclear,آل سعود
709,709,أليس شغلي أغاني نجاة عتابو ,أليس شغلي اغاني نجاه عتابو
710,710,أليس شغليلي أغنية يا زعلان يا زعلان حقت وليد الشامي زعلانة وماحد عطاني جوي ,أليس شغلي لي اغنيه يازعلان يازعلان حقت وليد الشامي زعلانه ومحد عطاني جوي
711,711,تكفين أبي أغاني محمد عساف ,تكفين اغاني محمد عساف
712,712,أليسا شغليلي كوكتيل حسين الجسمي ,أليسا شغلي لي كوكتيل حسين الجسمي
713,713,أليس تكفين سمعيني أغنية سامو زين أول ما تبتسم لي ,أليس تكفين سمعيني اغنيه سامو زين اول ما تبتسملي
714,714,أليس كم عندنا طاقم ,أليس كان عندنا طاحونه
715,715,أطربيني وشغلي أغاني طلال مداح ,اطربيني وشغلي اغاني لطلال مداح
716,716,أليسا تكفين أطربيني بأغاني عبدالمجيد عبدالله ,أليس تكفين اطربيني بأغاني عبد المجيد عبد الله
717,717,أليسا ألبوم عمرو دياب الأول ,أليسا البوم عمرو دياب الأول
718,718,أليسا سمعيني نشيد اخطيت في روحي ,أليسا سمعيني نشيد اخطيت في روحي
719,719,أليسا أحتاج أغاني آدم ,أليسا احتاج اغاني ادم
720,720,أليس عندي عندي حفظ سوره الزخرف شغليها لي ,أليس عندي حفظ سوره الزخرف شغليها لي
721,721,أليس إعجاب ,أليس اعجاب
722,722,يلا افتحي ايوه قلبي عليك إلتاع,أليس يلا افتحي ايوووه قلبي عليك إلتاع
723,723,أليسا تكفين إطربيني بأغنية محمد منير صوتك ,أليس تكفين اطربيني باغنيه محمد منير صوتك
724,724,أليسا ثلاث مية وأربع دولارات باليورو ,أليسا ثلاث ميه و اربع دولارات باليورو
725,725,أليس أطربيني وشغلي أغاني لنجوى كرم ,أليس اطربيني وشغلي اغاني لنجوي كرم
726,726,أليس ماناقشت شي أبد ,أليس ما ناقشت شي ابد
727,727,أليس ماسكة معي اليوم أسمع لوائل كفوري شغلي لي أغنية بالغرام ,أليس ماسكه معي اليوم اسمع لوائل كفوري شغلي اغنيه بالغرام
728,728,أليس شغلي أغنية فيها مقطع ماتغبش في يوم عن عيني ,أليس شغلي اغنيه بها مقطع متغبش في يوم عن عيني
729,729,أليسا روعة تجنن ,أليسا روعه تجنن
730,730,أليس شغليلي أغنية الدنيا ربيع لسعاد حسني ,أليسا شغلي لي اغنيه الدنيا ربيع لسعاد حسني
731,731,أليسا الله لو تشغليلي آلامتني بالعود ياخير الورا بدون موسيقى ,أليسا الله لو تشغلي آلمتني بالعود ياخير الوري بدون موسيقي
732,732,أليس إفتحي لي أغنية شايف البحر شو كبير ,أليس افتحي لي اغنيه شايف البحر شو كبير
733,733,أليسا أبي أسمع أغنية ليدي غاغا أليخاندرو ,أليسا ابي اسمع اغنيه ليدي غاغا اليخاندرو
734,734,أليسا شغليلي أغنية حاتم العراقي راحت الحنية ,أليسا شغلي لي اغنيه حاتم العراقي راحت الحنيه
735,735,أليسا تكفين أغنية حكيم المصري ,أليسا تكفين اغنيه لحكيم المصري
736,736,أليسا شغلي صوت أحمد العجمي بالقرآن سورة قاف ,أليس شغلي صوت احمد العجمي بالقران سوره ق
737,737,أليسا سمعيني آخر أغنيه برازيلية مشهورة,أليس سمعيني آخر اغنيه برازيليه مشهوره
738,738,أليسا سمعيني أغنية لآخر الليل ,أليسا سمعيني اغنيه لاخر الليل
739,739,أليسا شيرين عبد الوهاب ,أليسا شيرين عبد الوهاب
740,740,أليسا أبي أغنية يرضيك ,أليسا ابي اغنيه يرضيك
741,741,أليس شغلي لي وحدة من أغاني سبيستون أبي أتذكر طفولتي شوي ,أليس شغلي لي وحده من أغاني سبيستون ابي أتذكر طفولتي شوي
742,742,أليسا حطي لي المنبه عالساعة إثنعش وخمسة وعشرين دقيقة ,أليسا حطي لي منبه علي الساعه اثناعش وخمسه وعشرين دقيقه
743,743,شغلي لي أغنية رومانسية دحين ,شغلي لي اغنيه رومانسيه ذحين
744,744,أليس النفسية تبن بالله حطيلي أغاني ترفع المزاج ,أليس النفسيه تبن بالله حطي لي اغاني ترفع المزاج
745,745,أليسا شغلي لي أغنية نسيتها لفضل شاكر,أليسا شغلي لي اغنيه تسيتها لفضل شاكر
746,746,أليسا إشتقت لصاحبي شغلي نشيد ياصاحبي وينك ,أليسا مشتاق لصاحبي شغلي نشيد ياصاحبي وينك
747,747,أليس قومي زوجي على الدوام الساعة ستة ونص ,أليس قومي زوجي عالدوام علي الساعه سته ونص
748,748,أليس بخاطري أسمع سورة الزمر ,أليس خاطري اسمع سوره الزمر
749,749,أليس أبي أشهر أغنية لفرقة البيتلز ,أليس ابي اشهر اغنيه لفرقه البيتلز
750,750,أليس سمعيني شيلات تحزن ,أليس سمعيني شيله تحزم
751,751,أليسا سمعيني أغنية كان أجمل يوم ,أليسا سمعيني اغنيه كان اجمل يوم
752,752,أليسا شغلي شيلة الرأس مرفوع والراية سعودية ,أليسا شغلي شيله الراس مرفوع والرايه سعوديه
753,753,أليسا أبيك تحطي أغنية أنت معلم ,أليسا ابيك تحطي اغنيه انت معلم
754,754,أليسا الجو دموع شغليلي شي يبكيني ,أليسا الجو دموع شغلي لي شي يبكيني
755,755,سمعيني أغاني عيد الميلاد ,سمعيني اغاني عيد ميلاد
756,756,أليس سمعيني من أغاني أوركسترا القاهرة السيمفوني ,أليس سمعيني من اغاني اوركسترا القاهره السيمفوني
757,757,أليس أبي قصة هاري بوتر صوتية ,أليسا ابي قصه هاري بوتر صوتيه
758,758,اليسا شغلي أغاني عمرو دياب ,أليسا شغلي اغاني عمرو دياب
759,759,أليس طفي كل التنبيهات ,أليس طفئي كل التنبيهات
760,760,أليس ودي أسمع نشيد طلع البدر علينا ,أليسا ودي اسمع نشيد طلع البدر علينا
761,761,أليس سمعيني عزف على العود ,أليس اطربيني بعزف لبلوز
762,762,أليسا شغلي لي أغنية أنت معلم ,أليسا شغلي اغنيه انت معلم
763,763,أليسا ناسيني ليه أغنية لتامر شغليها لي ,أليسا ناسيني ليه اغنيه لتامر شغليها لي
764,764,أليسا شغلي الراديو ,أليسا شغليي الراديو
765,765,أليس أغاني راغب علامة القديمة,أليس اغاني راغب علامه القديمه
766,766,أليسا شغليلي يا أخذاً بالنواصي,أليسا شغلي لي يا خذا بالنواصي
767,767,موسيقي الراب امينيم,موسيقي الراب امينيم
768,768,أليس شغلي قصة علي بابا ,أليس شغلي قصه علي بابا
769,769,أليسا أغاني كلاسيكية ,أليس أغاني كلاسيكيه
770,770,أليسا سمعيني أغنية لجوردن سميث  jordan smith,أليسا سمعيني اغنيه لجورددن سميث
771,771,أليسا ,الإسراء
772,772,أليسا قديم كنت أسمع المنشد عيد سعود شغليله شي بالله ,أليسا قديم كنت اسمع عن المنشد عيد سعود شغلي له شي بالله
773,773,أعطيني أغنية فيها طرب ,اعطني اغنيه فيها طرب
774,774,أليسا أبغى أغاني صابر الرباعي ,أليسا ابي اغاني صابر الرباعي
775,775,أليسا شغلي أغنية الشاب خالد ,أليسا شغلي اغنيه الشاب خالد
776,776,أليس حطي لي موال ماجد المهندس ,بليز حطي لي موال لماجد المهندس
777,777,أليسا كل يوم الساعة أربعة ونص الصباح صحيني عشان أصلي الفجر ,أليسا كل يوم الساعه اربعه ونص الصبح صحيني عشان اصلي الفجر
778,778,أليسا سمعيني أغنية كان أجمل يوم ,أليسا سمعيني اغنيه كان اجمل يوم
779,779,شغلي قصتي الخرافية المفضلة ,شغلي قصتي الخرافيه المفضله
780,780,أليسا أحب أغاني المهرجانات المصرية شغليلي أغانيهم لاتوقفي شغليهم ورا بعض ,أليسا احب اغاني المهرجانات المصريه شغلي لي اغانيهم ولا توقفي شغليهم ورا بعض
781,781,أليس سمعيني شي لاديل,أليس سمعيني شيء حلو لأديل
782,782,أليسا شغليلي آداب التلاوة,أليس شغلي لي اداب التلاوه
783,783,أليسا سمعيني أغنيتي المفضلة لنانسي عجرم معجب ,أليسا سمعيني اغنيتي المفضله لنانسي عجرم معجبه
784,784,أليس شغلي أغنية هاو ار يو  how are you ,أليس شغلي اغاني خوليو
785,785,أليسا وش الألمانية للفطر,أليسا وش الالمانيه للفطر
786,786,حطيلي أغنية مسلسل طريقي حق شيرين  ,حطي لي اغنيه مسلسل طريقي حق شيرين
787,787,أليس شغلي أغنية milanoميلانو ,أليس شغلي اغنيه ميلانو
788,788,أليسا شغلي أغنيتي المفضلة ,أليسا شغلي اغنيتي المفضله
789,789,حطي المنبه لست دقايق ,حطي المنبه لست دقايق
790,790,بكرا الخميس لاتنسي تقوميني الساعة سبعة وثلاثين دقيقة عشان ألحق البصمة ,بكره الخميس لا تنسي تقوميني الساعه سبعه وثلاثين دقيقه عشان الحق البصمه
791,791,أليس في أغنية بكلماتها ما أرضى عليك شغليلي ياها ,أليس في اغنيه بكلماتها ماارضي عليك شغلي لي ياها
792,792,أليس أبغى أسمع أغاني مشهورة في فرنسا ,أليسا ابي اسمع اغاني مشهوره في فرنسا
793,793,شغلي لي أغنية محمد رمضان بوم بوم بوم ,شغلي اغنيه محمد رمضان بوم بوم
794,794,أليس تكفين أسمع أغنية محمد رشاد أنا مش شمتان ,أليس تكفين اسمع اغنيه محمد رشاد انا مش شمتان
795,795,أليس حطي شوية موسيقى,أليسا حطي شويه موسيقي
796,796,أليس شغلي أغنية للشاب خالد ,أليس شغلي اغنيه للشاب خالد
797,797,أليسا ابيك تشغليلي أغنية وي بولونج تو قثر we belong togather حقت mariah carey ماريا كاري,أليس ابيك تشغلي لي اغنيه وي بيلونق توقاذر حقت ماريا كاري
798,798,أليس طلعيلي أغنية لوسمحت ,أليس طلعي لي اغنيه لو سمحت
799,799,حطي أغاني عمر دياب ,حطي اغاني عمرو دياب
800,800,أليس افتحي أغنية الوتر الحساس حقت شيرين ,أليس افتحي اغنيه الوتر الحساس حقت شرين
801,801,أليسا شغلي الأغنية اللي فيها أجي نقولك أنا نحكي لك حكاية. ,أليسا شغلي الاغنيه اللي فيها اجي نقوليك انا ونحكي ليك حكايه
802,802,أليس ساعديني يمه بالمحادثة. ,أليس ساعديني يمه بالمحادثه
803,803,أليس شغلي لي أشهر أغنيه عام الفين وواحد وعشرين. ,أليسا شغلي لي اشهر اغنيه عام الفين وواحد وعشرين
804,804,أليس تمطر الحين؟,أليس بتمطر اللحين
805,805,أليسا لوسمحتي شغلي أغنيتي المشهورة. ,أليسا لوسمحتي شغلي اغنيتي المشهوره
806,806,أليس أنا بأحسن حال. ,أليس انا بأحسن حال
807,807,أليسا   ,أليسا
808,808,بما أن اليوم جمعة شغلي لي لاست فرايدي نايت last friday night لـ  Katy Perry لكاتي بيري,بما ان اليوم الجمعه شغلي لي اغنيه لاست فرايدي نايت لكيتي بيري
809,809,أليس سمعيني دعاء السفر. ,أليس سمعيني دعاء السفر
810,810,أدور عن قصص قبل النوم. ,أدور عن قصص قبل النوم
811,811,أليسا تكفين أبيك تحطين لي أغنية بنت أكابر لأصالة. ,أليسا تكفين ابيك تحطي لي اغنيه بنت اكابر لأصاله
812,812, أليسا شغلي لي أغنيه يافاتني. ,أليسا شغلي اغنيه يا فاتني
813,813, أليسا أبي أسمع أذكار المساء. ,أليسا ابي اسمع اذكار المساء
814,814,شغلي أغاني دق طبلة مصري. ,شغلي اغاني دق طبله مصري
815,815,أليس يوه والله اليوم وقت الجاز أطربيني. ,أليس يوه والله اليوم وقت الجاز اطربيني
816,816,العيساوية ,العيساويه
817,817,أليسا شغلي أي أغنية من أغاني زين حقت العيد كلها حلوة مايفرق. ,أليسا شغلي أي اغنيه من أغاني زين حقت العيد كلها حلوه مايفرق
818,818,أليس أنتي غبية شوي. ,أليس أنت غبيه شويه
819,819,أليسا سمعيني أغنية فريق الهلال. ,أليسا سمعيني اغنيه لفريق الهلال
820,820,أليس شغلي أغنية طيور الجنة فرحنا نجحنا تخرجنا يستاهلون الناجحين. ,أليس شغلي اغنيه طيور الجنه فرحنا نجحنا تخرجنا يستاهلون الناجحين
821,821,أليسا شغلي لي أي أغنية لـ Shakira. شاكيرا,أليسا شغلي لي أي اغنيه لشكيرا
822,822,أليسا  أفتحيلي لي على أي شي لنانسي عجرم بغني معاها. ,أليسا افتحي لي علي أي شيء لنانسي عجرم بغني معها
823,823,أليسا خاطري أغنية أي دمعة حزن ؟  لعبد الحليم حافظ ودي أسمعها. ,أليسا عاخاطري اغنيه أي دمعه حزن لا لا لعبد الحليم حافظ ودي اسمعها
824,824,أليس الموسم الثاني. ,أليس الموسم الثاني
825,825,أليس,أليس
826,826,أليسا أطربي مزاجي بمحمد عبدُه. ,أليسا اطربي مزاجي بمحمد عبده
827,827,أليس أطربيني بأغاني أيام زمان. ,أليس اطربيني باغاني ايام زمان
